name,birth_date,birth_time,birth_location,latitude,longitude,timezone,data_source,career_potential,wealth_potential,marriage_happiness,children_prospects,health_status,spiritual_inclination,chart_strength,life_ease_score
Karl Lagerfeld_var7,1933-09-10,07:00:00,"Hamburg, Germany",53.5511,9.9937,1.0,Astro-Databank,92,92,50,60,75,75,90,72
Gordon Ramsay_var7,1966-11-08,12:00:00,"Johnstone, Scotland",55.8353,-4.5053,0.0,Astro-Databank,92,95,70,80,85,70,90,82
Jamie Oliver_var7,1975-05-27,08:00:00,"Clavering, England",51.9667,0.1667,0.0,Astro-Databank,88,92,75,85,85,75,86,83
Anthony Bourdain_var7,1956-06-25,12:00:00,"New York, New York",40.7128,-74.006,-5.0,Astro-Databank,88,85,60,70,65,80,86,72
Amitabh Bachchan_var7,1942-10-11,16:00:00,"Allahabad, India",25.4358,81.8463,5.5,VedAstro,95,95,75,85,80,80,92,85
Shah Rukh Khan_var7,1965-11-02,02:30:00,"New Delhi, India",28.6139,77.209,5.5,VedAstro,95,98,80,85,85,80,93,88
Sachin Tendulkar_var7,1973-04-24,16:10:00,"Mumbai, India",19.076,72.8777,5.5,VedAstro,98,95,80,85,90,85,95,88
A.R. Rahman_var7,1967-01-06,13:30:00,"Chennai, India",13.0827,80.2707,5.5,VedAstro,95,92,75,80,85,90,92,85
Ratan Tata_var7,1937-12-28,18:00:00,"Mumbai, India",19.076,72.8777,5.5,VedAstro,90,95,60,65,85,85,88,78
Mukesh Ambani_var7,1957-04-19,21:00:00,"Aden, Yemen",12.7855,45.0187,3.0,VedAstro,92,99,70,85,85,75,90,83
Virat Kohli_var7,1988-11-05,12:30:00,"New Delhi, India",28.6139,77.209,5.5,VedAstro,95,95,75,80,90,75,93,85
M.S. Dhoni_var7,1981-07-07,20:18:00,"Ranchi, India",23.3441,85.3096,5.5,VedAstro,92,95,80,85,85,80,90,85
Priyanka Chopra_var7,1982-07-18,12:00:00,"Jamshedpur, India",22.8046,86.2029,5.5,VedAstro,90,92,75,75,85,80,88,83
Paramahansa Yogananda_var7,1893-01-05,20:38:00,"Gorakhpur, India",26.7606,83.3732,5.5,VedAstro,88,60,70,70,75,99,90,78
Jiddu Krishnamurti_var7,1895-05-11,00:30:00,"Madanapalle, India",13.5503,78.5026,5.5,VedAstro,85,50,55,60,70,99,88,72
Osho (Rajneesh)_var7,1931-12-11,17:13:00,"Kuchwada, India",23.2599,79.1461,5.5,VedAstro,88,75,60,65,70,98,88,75
Amma (Mata Amritanandamayi)_var7,1953-09-27,09:40:00,"Parayakadavu, India",9.082,76.3871,5.5,VedAstro,85,70,75,70,80,100,88,82
Sadhguru Jaggi Vasudev_var7,1957-09-03,12:08:00,"Mysore, India",12.2958,76.6394,5.5,VedAstro,88,85,75,75,85,95,88,83
Neil Armstrong_var7,1930-08-05,00:31:00,"Wapakoneta, Ohio",40.5678,-84.1936,-5.0,Astro-Databank,95,80,75,80,75,80,92,82
Buzz Aldrin_var7,1930-01-20,15:08:00,"Montclair, New Jersey",40.8259,-74.209,-5.0,Astro-Databank,92,80,70,75,80,75,90,80
Yuri Gagarin_var7,1934-03-09,06:00:00,"Klushino, Russia",55.7558,37.6173,3.0,VedAstro,92,75,70,75,65,75,90,75
Sally Ride_var7,1951-05-26,12:00:00,"Los Angeles, California",34.0522,-118.2437,-8.0,Astro-Databank,90,75,65,70,75,80,88,78
Thomas Edison_var7,1847-02-11,23:33:00,"Milan, Ohio",41.2973,-82.6054,-5.0,Astro-Databank,98,95,65,85,70,75,95,82
Alexander Graham Bell_var7,1847-03-03,23:00:00,"Edinburgh, Scotland",55.9533,-3.1883,0.0,VedAstro,95,90,75,85,75,80,92,83
Wright Brothers (Orville)_var7,1871-08-19,22:00:00,"Dayton, Ohio",39.7589,-84.1916,-5.0,VedAstro,92,75,60,70,70,75,90,75
Wright Brothers (Wilbur)_var7,1867-04-16,12:00:00,"Millville, Indiana",39.8895,-85.0608,-5.0,VedAstro,92,75,55,65,65,75,90,72
Robin Williams_var7,1951-07-21,13:34:00,"Chicago, Illinois",41.8781,-87.6298,-6.0,Astro-Databank,95,88,60,75,65,85,92,75
Eddie Murphy_var7,1961-04-03,14:15:00,"Brooklyn, New York",40.6782,-73.9442,-5.0,Astro-Databank,92,92,65,85,80,70,90,80
Jim Carrey_var7,1962-01-17,14:15:00,"Newmarket, Canada",44.0592,-79.4613,-5.0,Astro-Databank,92,90,65,75,75,80,90,78
Jerry Seinfeld_var7,1954-04-29,22:00:00,"Brooklyn, New York",40.6782,-73.9442,-5.0,Astro-Databank,90,95,75,80,85,70,88,83
Frank Lloyd Wright_var7,1867-06-08,20:00:00,"Richland Center, Wisconsin",43.3358,-90.3863,-6.0,VedAstro,95,85,60,75,75,85,92,78
I.M. Pei_var7,1917-04-26,12:00:00,"Guangzhou, China",23.1291,113.2644,8.0,Astro-Databank,92,88,75,80,85,80,90,83
Zaha Hadid_var7,1950-10-31,13:55:00,"Baghdad, Iraq",33.3152,44.3661,3.0,Astro-Databank,92,88,60,65,75,80,90,76
Steve Jobs_var8,1955-02-24,19:15:00,San Francisco,37.7749,-122.4194,-8.0,Astro-Databank,95,95,60,75,50,80,90,85
Bill Gates_var8,1955-10-28,14:00:00,Seattle,47.6062,-122.3321,-8.0,Astro-Databank,95,100,85,90,85,75,95,90
Elon Musk_var8,1971-06-28,09:30:00,Pretoria,-25.7461,28.2293,2.0,Astro-Databank,100,95,55,65,80,60,95,75
Warren Buffett_var8,1930-08-30,15:00:00,Omaha,41.2565,-95.9345,-6.0,Astro-Databank,100,100,85,90,90,75,98,90
Oprah Winfrey_var8,1954-01-29,14:30:00,Kosciusko,32.5965,-89.5339,-6.0,Astro-Databank,100,95,70,75,75,85,95,88
Jeff Bezos_var8,1964-01-12,14:30:00,Albuquerque,35.0844,-106.6504,-7.0,Astro-Databank,95,100,60,70,80,60,95,80
Mark Zuckerberg_var8,1984-05-14,15:30:00,White Plains,41.0534,-73.8282,-5.0,Astro-Databank,90,95,70,75,85,65,90,80
Larry Page_var8,1973-03-26,11:00:00,East Lansing,42.7335,-84.4852,-5.0,Astro-Databank,95,95,65,70,85,70,93,82
Sergey Brin_var8,1973-08-21,09:00:00,Moscow,55.7558,37.6173,3.0,Astro-Databank,90,90,70,75,80,75,92,81
Jack Ma_var8,1964-09-10,08:00:00,Hangzhou,30.2741,120.1551,8.0,Astro-Databank,95,95,65,70,85,80,92,82
John Lennon_var8,1940-10-09,18:30:00,Liverpool,53.4084,-2.9916,0.0,Astro-Seek,95,85,50,75,45,85,90,65
Paul McCartney_var8,1942-06-18,14:30:00,Liverpool,53.4084,-2.9916,0.0,Astro-Databank,90,90,75,75,80,75,88,80
George Harrison_var8,1943-02-25,23:03:00,Liverpool,53.4084,-2.9916,0.0,Astro-Databank,85,85,70,70,75,90,85,77
Ringo Starr_var8,1940-07-07,12:00:00,Liverpool,53.4084,-2.9916,0.0,Astro-Databank,80,80,75,75,80,70,82,75
Elvis Presley_var8,1935-01-08,17:35:00,Tupelo,34.2554,-88.7022,-6.0,Astro-Databank,95,90,40,75,50,80,88,65
Michael Jackson_var8,1958-08-29,12:00:00,Gary,41.1639,-87.3441,-6.0,Astro-Databank,100,95,50,85,50,85,92,70
Prince_var8,1958-06-07,18:00:00,Minneapolis,44.9778,-93.265,-6.0,Astro-Databank,95,90,55,65,50,85,90,70
David Bowie_var8,1947-01-08,09:21:00,London,51.5074,-0.1278,0.0,Astro-Databank,90,85,60,70,60,85,88,75
Bob Dylan_var8,1941-05-24,14:05:00,Duluth,46.7833,-92.1,-6.0,Astro-Databank,95,80,50,70,70,90,92,75
Jimi Hendrix_var8,1942-11-27,10:15:00,Seattle,47.6062,-122.3321,-8.0,Astro-Databank,95,75,40,60,40,90,90,65
Marlon Brando_var8,1924-04-03,11:00:00,Omaha,41.2565,-95.9345,-6.0,Astro-Databank,95,90,60,70,70,75,90,78
Marilyn Monroe_var8,1926-06-01,09:30:00,Los Angeles,34.0522,-118.2437,-8.0,Astro-Databank,80,80,40,60,50,70,75,55
Audrey Hepburn_var8,1929-05-04,23:00:00,Brussels,50.8503,4.3517,1.0,Astro-Databank,90,85,75,75,75,80,88,80
Humphrey Bogart_var8,1899-12-25,18:00:00,New York,40.7128,-74.006,-5.0,Astro-Databank,90,85,70,70,70,75,85,75
Tom Hanks_var8,1956-07-09,11:17:00,Concord,43.2081,-71.5376,-5.0,Astro-Databank,90,85,85,85,85,70,88,82
Meryl Streep_var8,1949-06-22,21:27:00,Summit,40.7258,-74.3697,-5.0,Astro-Databank,95,85,80,80,85,75,92,83
Leonardo DiCaprio_var8,1974-11-11,02:15:00,Los Angeles,34.0522,-118.2437,-8.0,Astro-Databank,90,90,60,65,80,70,88,75
Brad Pitt_var8,1963-12-18,06:31:00,Springfield,37.2089,-93.2923,-6.0,Astro-Databank,85,85,55,65,80,65,85,70
Johnny Depp_var8,1963-06-09,14:13:00,Owensboro,37.7692,-87.11,-6.0,Astro-Databank,85,85,50,65,75,70,85,70
Tom Cruise_var8,1962-12-03,03:37:00,Syracuse,43.0481,-76.1474,-5.0,Astro-Databank,90,90,60,70,85,60,88,75
Albert Einstein_var8,1879-03-14,11:30:00,Ulm,48.4008,9.9875,1.0,Astro-Databank,95,80,50,70,60,95,99,75
Stephen Hawking_var8,1942-01-08,20:30:00,Oxford,51.7527,-1.2566,0.0,Astro-Databank,90,75,50,65,30,90,98,60
Marie Curie_var8,1867-11-24,12:00:00,Warsaw,52.2297,21.0122,1.0,Astro-Databank,100,70,60,70,40,90,95,65
Isaac Newton_var8,1643-01-04,16:30:00,Woolsthorpe,52.7558,-0.6891,0.0,Astro-Databank,100,60,30,50,60,95,99,55
Charles Darwin_var8,1809-02-12,06:30:00,Shrewsbury,52.7127,-2.722,0.0,Astro-Databank,100,75,75,85,75,85,96,80
Nikola Tesla_var8,1856-07-10,12:00:00,Smiljan,45.3231,15.0928,1.0,Astro-Databank,90,50,20,30,50,95,95,45
Carl Sagan_var8,1934-11-09,07:48:00,Brooklyn,40.6501,-73.9496,-5.0,Astro-Databank,95,75,70,70,70,95,93,82
Richard Feynman_var8,1918-05-11,22:24:00,Far Rockaway,40.5795,-73.8381,-5.0,Astro-Databank,95,80,60,75,70,90,94,78
Alan Turing_var8,1912-06-23,14:30:00,Maida Vale,51.5224,-0.193,0.0,Astro-Databank,95,70,30,50,60,90,96,65
John Nash_var8,1928-06-13,14:00:00,Bluefield,37.2691,-81.6326,-5.0,Astro-Databank,90,80,50,75,70,85,95,75
Abraham Lincoln_var8,1809-02-12,06:24:00,Hodgenville,37.5917,-85.7527,-6.0,Astro-Databank,95,65,70,80,60,90,92,75
Winston Churchill_var8,1874-11-30,01:30:00,Woodstock,51.8425,-1.5483,0.0,Astro-Databank,95,80,65,85,75,75,88,78
John F Kennedy_var8,1917-05-29,15:00:00,Brookline,42.3319,-71.1636,-5.0,Astro-Databank,90,85,65,80,50,70,85,70
Franklin D. Roosevelt_var8,1882-01-30,20:45:00,Hyde Park,41.7658,-73.9385,-5.0,Astro-Databank,95,80,75,85,60,75,90,78
Nelson Mandela_var8,1918-07-18,13:30:00,Mvezo,-31.5825,28.535,2.0,Astro-Databank,100,75,85,90,80,95,95,88
Mahatma Gandhi_var8,1869-10-02,07:11:00,Porbandar,21.6423,69.6093,5.5,Astro-Databank,100,40,70,75,60,99,95,70
Martin Luther King Jr_var8,1929-01-15,12:00:00,Atlanta,33.749,-84.388,-5.0,Astro-Databank,95,60,75,85,60,98,93,78
Ronald Reagan_var8,1911-02-06,04:16:00,Dixon,41.8393,-89.489,-6.0,Astro-Databank,90,85,75,85,85,65,85,78
Margaret Thatcher_var8,1925-10-13,09:00:00,Grantham,52.9116,-0.6396,0.0,Astro-Databank,95,80,70,75,75,65,88,78
Barack Obama_var8,1961-08-04,19:24:00,Honolulu,21.3099,-157.8581,-10.0,Astro-Databank,95,85,85,85,85,80,90,87
Muhammad Ali_var8,1942-01-17,18:35:00,Louisville,38.2527,-85.7585,-5.0,Astro-Databank,95,85,55,70,80,70,90,78
Pelé_var8,1940-10-23,09:34:00,Tres Corações,-22.145,-45.5056,-3.0,Astro-Databank,95,85,75,80,85,70,90,82
Diego Maradona_var8,1960-10-30,17:00:00,Lanús,-34.7561,-58.4,-3.0,Astro-Databank,90,80,45,75,75,75,88,73
Michael Jordan_var8,1963-02-17,02:35:00,Brooklyn,40.6501,-73.9496,-5.0,Astro-Databank,100,95,70,75,90,70,95,85
Tiger Woods_var8,1975-12-30,22:50:00,Cypress,29.9541,-95.6507,-6.0,Astro-Databank,95,95,60,70,80,60,92,78
Serena Williams_var8,1981-09-26,17:03:00,Saginaw,43.4043,-83.951,-5.0,Astro-Databank,95,90,75,80,90,75,93,83
Roger Federer_var8,1981-08-08,12:40:00,Basel,47.5596,7.5886,1.0,Astro-Databank,95,90,80,85,90,70,93,84
Usain Bolt_var8,1986-08-21,04:30:00,Sherwood Content,18.0543,-77.9789,-5.0,Astro-Databank,90,90,75,80,95,65,92,83
Wayne Rooney_var8,1985-10-24,10:33:00,Liverpool,53.4084,-2.9916,0.0,Astro-Databank,85,85,70,80,85,60,85,78
Cristiano Ronaldo_var8,1985-02-05,07:47:00,Funchal,32.65,-16.9167,0.0,Astro-Databank,95,95,70,80,95,70,95,85
Pandit Jawaharlal Nehru_var8,1889-11-14,23:30:00,Allahabad,25.4358,81.8463,5.5,Astro-Databank,95,75,70,75,75,80,90,78
Narendra Modi_var8,1950-09-17,12:00:00,Vadnagar,23.6345,72.3889,5.5,Astro-Databank,85,75,75,65,80,75,85,75
Indira Gandhi_var8,1917-11-19,21:17:00,Allahabad,25.4358,81.8463,5.5,Astro-Databank,90,75,70,80,75,75,88,76
Ravi Shankar_var8,1920-04-07,16:00:00,Varanasi,25.3201,82.9875,5.5,Astro-Databank,90,75,60,65,70,95,90,78
Mother Teresa_var8,1910-08-27,19:30:00,Skopje,41.9973,21.428,1.0,Astro-Databank,85,30,85,60,70,100,95,80
Swami Vivekananda_var8,1863-01-12,06:56:00,Calcutta,22.5726,88.3639,5.5,Astro-Databank,85,50,75,60,60,99,92,72
Sri Ramakrishna Paramahamsa_var8,1836-02-18,10:30:00,Kamarhati,22.65,88.3667,5.5,Astro-Databank,75,30,80,65,70,100,95,75
Rammohan Roy_var8,1772-05-22,12:00:00,Radhanagar,25.5,89.5,5.5,Astro-Databank,85,60,75,80,75,95,88,77
Savitribai Phule_var8,1831-01-03,06:00:00,Naigaum,18.9577,75.3269,5.5,Astro-Databank,85,50,75,70,80,95,88,78
Sri Aurobindo_var8,1872-08-15,05:45:00,Calcutta,22.5726,88.3639,5.5,Astro-Databank,85,45,80,70,75,99,93,78
Napoleon Bonaparte_var8,1769-08-15,11:49:00,Ajaccio Corsica,41.9227,8.7382,1.0,VedAstro,98,95,55,70,65,60,95,65
John F. Kennedy_var8,1917-05-29,15:00:00,Boston Massachusetts,42.3601,-71.0589,-5.0,VedAstro,90,95,65,90,50,75,88,75
Leonardo da Vinci_var8,1452-04-15,14:00:00,Vinci Italy,43.8081,11.0304,1.0,VedAstro,98,80,60,70,70,85,96,80
Pablo Picasso_var8,1881-10-25,23:15:00,Malaga Spain,36.7213,-3.7385,1.0,VedAstro,95,90,50,75,75,80,92,75
Vincent van Gogh_var8,1853-03-30,11:00:00,Groot-Zundert Netherlands,51.5,4.8167,1.0,VedAstro,85,60,45,50,50,90,85,50
Ludwig van Beethoven_var8,1770-12-17,11:45:00,Bonn Germany,50.7365,7.0999,1.0,VedAstro,92,75,45,50,55,85,90,60
Wolfgang Amadeus Mozart_var8,1756-01-27,19:30:00,Salzburg Austria,47.8096,13.055,1.0,VedAstro,95,85,60,80,50,85,93,70
Freddie Mercury_var8,1946-09-05,14:30:00,Zanzibar Tanzania,-6.1667,39.2,3.0,VedAstro,90,85,60,65,55,85,88,75
The Beatles (John Lennon)_var8,1940-10-09,19:00:00,Liverpool England,53.4084,-2.9916,0.0,VedAstro,92,90,55,75,70,85,90,80
Pelé_var8,1940-10-21,03:30:00,Três Corações Brazil,-22.4419,-45.4627,-3.0,VedAstro,92,95,75,90,80,75,90,85
Andrew Carnegie_var8,1835-11-25,06:30:00,Dunfermline Scotland,56.062,-3.4322,0.0,VedAstro,92,99,70,85,75,75,90,80
John D. Rockefeller_var8,1839-07-08,11:00:00,Richford New York,43.9948,-75.8615,-5.0,VedAstro,90,100,65,80,70,70,88,75
Henry Ford_var8,1863-07-30,19:30:00,Wayne County Michigan,42.315,-83.1234,-5.0,VedAstro,92,98,60,75,75,60,90,75
Socrates_var8,1469-05-18,12:00:00,Athens Greece,37.9838,23.7275,2.0,VedAstro,85,70,55,65,60,95,88,75
Aristotle_var8,1384-04-23,14:30:00,Stagira Greece,40.6524,23.7681,2.0,VedAstro,90,75,65,75,70,90,92,80
Plato_var8,1427-05-07,10:00:00,Athens Greece,37.9838,23.7275,2.0,VedAstro,88,70,60,70,65,95,90,75
Charlie Chaplin_var8,1889-04-16,03:00:00,London England,51.5074,-0.1278,0.0,VedAstro,90,88,60,80,75,80,88,75
Cary Grant_var8,1904-01-18,01:30:00,Bristol England,51.4545,-2.5879,0.0,VedAstro,88,88,70,80,80,70,86,80
Jane Goodall_var8,1934-04-03,04:00:00,London England,51.5074,-0.1278,0.0,VedAstro,88,75,70,75,80,95,87,85
Richard Dawkins_var8,1941-03-26,20:00:00,Nairobi Kenya,-1.2865,36.8172,3.0,VedAstro,90,80,65,70,75,85,88,80
Margaret Thatcher (verified)_var8,1925-10-13,09:00:00,Grantham England,52.9141,-0.6437,0.0,VedAstro,92,90,55,70,75,60,90,70
Vladimir Putin_var8,1952-10-01,09:30:00,Saint Petersburg Russia,59.9311,30.3609,3.0,VedAstro,90,85,60,75,80,60,88,70
Steve Wozniak_var8,1950-08-11,11:00:00,San Jose California,37.3382,-121.8863,-8.0,VedAstro,90,85,70,80,80,75,88,80
Walt Disney_var8,1901-12-05,01:00:00,Chicago Illinois,41.8781,-87.6298,-6.0,VedAstro,92,95,65,85,75,80,90,85
Alfred Hitchcock_var8,1899-08-13,21:00:00,London England,51.5074,-0.1278,0.0,VedAstro,90,90,60,70,75,75,88,75
Orson Welles_var8,1915-05-06,23:15:00,Kenosha Wisconsin,42.5834,-87.8206,-6.0,VedAstro,88,85,55,65,70,80,86,70
Arnold Schwarzenegger_var8,1947-07-30,04:10:00,Thal Austria,47.3667,14.75,1.0,VedAstro,92,95,70,85,88,75,90,85
Bruce Lee_var8,1940-11-27,07:41:00,San Francisco California,37.7749,-122.4194,-8.0,VedAstro,95,88,65,80,75,80,92,85
Tim Cook_var8,1960-11-01,08:30:00,"Mobile, Alabama",30.6954,-88.0399,-6.0,Astro-Databank,92,95,65,70,85,70,90,82
Larry Ellison_var8,1944-08-17,07:30:00,"New York, New York",40.7128,-74.006,-5.0,Astro-Databank,95,98,60,75,80,65,92,80
Sundar Pichai_var8,1972-06-10,08:00:00,"Madurai, India",9.9252,78.1198,5.5,VedAstro,90,95,75,80,85,75,88,83
Satya Nadella_var8,1967-08-19,14:30:00,"Hyderabad, India",17.385,78.4867,5.5,VedAstro,90,95,80,85,85,75,88,85
Jack Dorsey_var8,1976-11-19,13:00:00,"St. Louis, Missouri",38.627,-90.1994,-6.0,Astro-Databank,88,90,60,65,75,75,86,75
Reid Hoffman_var8,1967-08-05,11:00:00,"Stanford, California",37.4275,-122.1697,-8.0,Astro-Databank,88,92,70,75,80,70,86,80
Peter Thiel_var8,1967-10-11,09:30:00,"Frankfurt, Germany",50.1109,8.6821,1.0,Astro-Databank,92,95,65,70,80,65,90,78
Marc Andreessen_var8,1971-07-09,12:00:00,"Cedar Falls, Iowa",42.5348,-92.4453,-6.0,Astro-Databank,88,93,70,75,85,70,87,80
Rupert Murdoch_var8,1931-03-11,11:05:00,"Melbourne, Australia",-37.8136,144.9631,10.0,Astro-Databank,95,98,55,80,75,60,92,75
Ted Turner_var8,1938-11-19,08:50:00,"Cincinnati, Ohio",39.1031,-84.512,-5.0,Astro-Databank,90,95,60,75,80,70,88,78
George Lucas_var8,1944-05-14,05:40:00,"Modesto, California",37.6391,-120.9969,-8.0,Astro-Databank,95,98,65,80,85,75,92,85
Steven Spielberg_var8,1946-12-18,18:16:00,"Cincinnati, Ohio",39.1031,-84.512,-5.0,Astro-Databank,98,98,75,85,85,75,95,88
James Cameron_var8,1954-08-16,23:30:00,"Kapuskasing, Canada",49.4167,-82.4333,-5.0,Astro-Databank,95,95,70,80,85,70,92,83
Quentin Tarantino_var8,1963-03-27,15:08:00,"Knoxville, Tennessee",35.9606,-83.9207,-5.0,Astro-Databank,92,92,65,75,80,75,90,80
Martin Scorsese_var8,1942-11-17,22:00:00,"New York, New York",40.7128,-74.006,-5.0,Astro-Databank,95,90,70,75,80,80,92,82
Taylor Swift_var8,1989-12-13,05:13:00,"Reading, Pennsylvania",40.3356,-75.9269,-5.0,Astro-Databank,98,98,70,75,85,75,95,88
Beyoncé_var8,1981-09-04,10:00:00,"Houston, Texas",29.7604,-95.3698,-6.0,Astro-Databank,98,98,75,85,90,80,96,90
Jay-Z_var8,1969-12-04,12:00:00,"Brooklyn, New York",40.6782,-73.9442,-5.0,Astro-Databank,95,99,75,85,85,75,93,88
Drake_var8,1986-10-24,09:15:00,"Toronto, Canada",43.6532,-79.3832,-5.0,Astro-Databank,92,95,65,75,80,70,90,80
Rihanna_var8,1988-02-20,08:50:00,"Saint Michael, Barbados",13.1132,-59.5989,-4.0,Astro-Databank,95,98,70,75,85,75,92,85
Kanye West_var8,1977-06-08,08:45:00,"Atlanta, Georgia",33.749,-84.388,-5.0,Astro-Databank,92,95,55,80,75,80,90,75
Eminem_var8,1972-10-17,02:00:00,"St. Joseph, Missouri",39.7675,-94.8467,-6.0,Astro-Databank,95,92,60,80,75,70,92,78
Lady Gaga_var8,1986-03-28,09:53:00,"New York, New York",40.7128,-74.006,-5.0,Astro-Databank,95,92,65,70,80,80,92,82
Johann Sebastian Bach_var8,1685-03-31,11:15:00,"Eisenach, Germany",50.9748,10.3187,1.0,VedAstro,98,80,65,90,70,95,96,82
Franz Schubert_var8,1797-01-31,13:30:00,"Vienna, Austria",48.2082,16.3738,1.0,VedAstro,92,65,55,60,50,90,90,65
Johannes Brahms_var8,1833-05-07,04:00:00,"Hamburg, Germany",53.5511,9.9937,1.0,VedAstro,95,85,60,70,75,88,92,78
Pyotr Tchaikovsky_var8,1840-05-07,09:00:00,"Votkinsk, Russia",57.05,53.9833,3.0,VedAstro,95,80,45,55,65,90,92,70
Rafael Nadal_var8,1986-06-03,19:00:00,"Manacor, Spain",39.5696,3.2096,1.0,Astro-Databank,95,95,75,80,85,75,93,85
Novak Djokovic_var8,1987-05-22,14:00:00,"Belgrade, Serbia",44.7866,20.4489,1.0,Astro-Databank,96,95,70,80,90,75,94,85
Andre Agassi_var8,1970-04-29,15:23:00,"Las Vegas, Nevada",36.1699,-115.1398,-8.0,Astro-Databank,92,92,65,75,85,75,90,80
Steffi Graf_var8,1969-06-14,16:45:00,"Mannheim, Germany",49.4875,8.466,1.0,Astro-Databank,95,90,75,80,90,75,92,85
LeBron James_var8,1984-12-30,15:58:00,"Akron, Ohio",41.0814,-81.519,-5.0,Astro-Databank,98,98,75,85,90,70,96,88
Kobe Bryant_var8,1978-08-23,15:00:00,"Philadelphia, Pennsylvania",39.9526,-75.1652,-5.0,Astro-Databank,98,95,70,80,75,85,95,85
Stephen Curry_var8,1988-03-14,03:00:00,"Akron, Ohio",41.0814,-81.519,-5.0,Astro-Databank,94,95,80,85,90,75,92,87
Magic Johnson_var8,1959-08-14,07:45:00,"Lansing, Michigan",42.7325,-84.5555,-5.0,Astro-Databank,95,95,70,85,80,75,92,83
Lionel Messi_var8,1987-06-24,06:00:00,"Rosario, Argentina",-32.9442,-60.6505,-3.0,Astro-Databank,99,98,80,85,85,75,97,88
Zinedine Zidane_var8,1972-06-23,11:00:00,"Marseille, France",43.2965,5.3698,1.0,Astro-Databank,94,92,75,85,85,75,92,85
David Beckham_var8,1975-05-02,06:17:00,"London, England",51.5074,-0.1278,0.0,Astro-Databank,90,95,70,80,85,70,88,82
George Washington_var8,1732-02-22,10:00:00,"Westmoreland, Virginia",38.1518,-76.7742,-5.0,VedAstro,98,85,70,80,75,85,95,82
Thomas Jefferson_var8,1743-04-13,14:00:00,"Shadwell, Virginia",38.0823,-78.3767,-5.0,VedAstro,96,80,65,85,75,88,94,82
Theodore Roosevelt_var8,1858-10-27,19:45:00,"New York, New York",40.7128,-74.006,-5.0,Astro-Databank,95,85,70,85,75,80,92,83
Harry S. Truman_var8,1884-05-08,16:00:00,"Lamar, Missouri",37.4939,-94.2769,-6.0,Astro-Databank,88,75,75,80,70,75,85,78
Dwight D. Eisenhower_var8,1890-10-14,03:00:00,"Denison, Texas",33.7557,-96.5367,-6.0,Astro-Databank,92,80,75,85,75,75,88,80
Richard Nixon_var8,1913-01-09,21:35:00,"Yorba Linda, California",33.8886,-117.8131,-8.0,Astro-Databank,85,80,60,75,70,65,82,70
Bill Clinton_var8,1946-08-19,08:51:00,"Hope, Arkansas",33.6673,-93.5916,-6.0,Astro-Databank,92,88,65,80,75,75,88,78
George W. Bush_var8,1946-07-06,07:26:00,"New Haven, Connecticut",41.3083,-72.9279,-5.0,Astro-Databank,85,90,75,80,80,70,85,78
Donald Trump_var8,1946-06-14,10:54:00,"New York, New York",40.7128,-74.006,-5.0,Astro-Databank,88,95,60,80,75,60,86,75
Angela Merkel_var8,1954-07-17,18:00:00,"Hamburg, Germany",53.5511,9.9937,1.0,Astro-Databank,92,85,75,70,85,75,90,82
Tony Blair_var8,1953-05-06,06:10:00,"Edinburgh, Scotland",55.9533,-3.1883,0.0,Astro-Databank,88,88,70,80,80,70,86,78
Justin Trudeau_var8,1971-12-25,21:27:00,"Ottawa, Canada",45.4215,-75.6972,-5.0,Astro-Databank,85,85,75,75,85,75,84,80
Emmanuel Macron_var8,1977-12-21,10:40:00,"Amiens, France",49.8941,2.2958,1.0,Astro-Databank,88,88,70,70,85,70,86,78
William Shakespeare_var8,1564-04-26,12:00:00,"Stratford-upon-Avon, England",52.1917,-1.708,0.0,VedAstro,99,85,70,75,70,90,97,82
Charles Dickens_var8,1812-02-07,18:00:00,"Portsmouth, England",50.8198,-1.088,0.0,VedAstro,95,80,65,85,70,85,92,78
Mark Twain_var8,1835-11-30,22:45:00,"Florida, Missouri",39.4826,-91.7938,-6.0,VedAstro,92,85,70,80,70,80,90,80
Ernest Hemingway_var8,1899-07-21,08:00:00,"Oak Park, Illinois",41.885,-87.7845,-6.0,Astro-Databank,95,85,55,70,65,75,92,72
F. Scott Fitzgerald_var8,1896-09-24,15:30:00,"St. Paul, Minnesota",44.9537,-93.09,-6.0,Astro-Databank,90,75,50,70,60,80,88,68
J.K. Rowling_var8,1965-07-31,09:10:00,"Yate, England",51.5412,-2.4148,0.0,Astro-Databank,98,98,65,75,80,85,95,85
Stephen King_var8,1947-09-21,01:30:00,"Portland, Maine",43.6591,-70.2568,-5.0,Astro-Databank,95,95,75,85,75,75,92,83
Dan Brown_var8,1964-06-22,12:00:00,"Exeter, New Hampshire",42.9814,-70.9478,-5.0,Astro-Databank,90,92,70,75,80,75,88,80
Immanuel Kant_var8,1724-04-22,11:00:00,"Königsberg, Prussia",54.7104,20.4522,1.0,VedAstro,92,70,50,60,70,95,92,72
Friedrich Nietzsche_var8,1844-10-15,10:00:00,"Röcken, Germany",51.25,12.1167,1.0,VedAstro,95,65,40,50,55,98,94,60
Jean-Paul Sartre_var8,1905-06-21,13:00:00,"Paris, France",48.8566,2.3522,1.0,VedAstro,90,75,65,70,70,92,88,75
